timestamp,datetime,ap-southeast-2,eu-central-1,eu-west-3,us-east-1,us-east-2,us-west-1
1662037200,01-09-2022 09:00,304,342,160,41,10,21
1662040800,01-09-2022 10:00,316,351,166,57,9,17
1662044400,01-09-2022 11:00,333,366,179,96,15,14
1662048000,01-09-2022 12:00,393,370,190,136,24,14
1662051600,01-09-2022 13:00,391,367,193,172,36,20
1662055200,01-09-2022 14:00,380,361,192,196,45,27
1662058800,01-09-2022 15:00,317,355,187,204,51,35
1662062400,01-09-2022 16:00,275,360,184,208,54,42
1662066000,01-09-2022 17:00,203,381,185,221,55,46
1662069600,01-09-2022 18:00,151,414,187,221,58,47
1662073200,01-09-2022 19:00,151,671,309,318,81,70
1662076800,01-09-2022 20:00,107,641,314,306,79,73
1662080400,01-09-2022 21:00,106,514,282,297,79,72
1662084000,01-09-2022 22:00,130,335,198,302,83,70
1662087600,01-09-2022 23:00,175,199,123,320,83,71
1662091200,02-09-2022 00:00,232,120,75,353,90,71
1662094800,02-09-2022 01:00,270,86,50,391,97,77
1662098400,02-09-2022 02:00,315,75,35,380,106,82
1662102000,02-09-2022 03:00,349,83,30,311,106,86
1662105600,02-09-2022 04:00,369,118,38,217,84,94
1662109200,02-09-2022 05:00,361,190,65,142,57,85
1662112800,02-09-2022 06:00,384,283,105,89,37,66
1662116400,02-09-2022 07:00,371,360,140,62,23,48
1662120000,02-09-2022 08:00,361,396,163,49,16,36
1662123600,02-09-2022 09:00,355,417,179,49,12,26
1662127200,02-09-2022 10:00,381,424,183,65,12,20
1662130800,02-09-2022 11:00,407,437,202,109,16,17
1662134400,02-09-2022 12:00,428,436,210,159,27,17
1662138000,02-09-2022 13:00,459,432,207,203,43,22
1662141600,02-09-2022 14:00,457,425,215,222,52,33
1662145200,02-09-2022 15:00,377,426,204,231,60,42
1662148800,02-09-2022 16:00,327,428,203,237,62,51
1662152400,02-09-2022 17:00,256,448,201,245,63,53
1662156000,02-09-2022 18:00,183,494,209,247,65,55
1662159600,02-09-2022 19:00,127,552,258,246,63,56
1662163200,02-09-2022 20:00,95,563,272,247,64,61
1662166800,02-09-2022 21:00,90,471,260,251,65,62
1662170400,02-09-2022 22:00,105,329,190,257,66,64
1662174000,02-09-2022 23:00,143,204,125,268,69,63
1662177600,03-09-2022 00:00,183,127,79,305,73,64
1662181200,03-09-2022 01:00,222,85,51,342,78,69
1662184800,03-09-2022 02:00,268,71,35,340,87,76
1662188400,03-09-2022 03:00,297,70,29,296,88,82
1662192000,03-09-2022 04:00,324,90,30,213,74,84
1662195600,03-09-2022 05:00,341,140,46,142,57,79
1662199200,03-09-2022 06:00,351,217,81,95,37,64
1662202800,03-09-2022 07:00,351,298,123,64,23,48
1662206400,03-09-2022 08:00,345,347,148,48,16,36
1662210000,03-09-2022 09:00,349,375,165,43,12,26
1662213600,03-09-2022 10:00,353,390,179,50,11,20
1662217200,03-09-2022 11:00,373,403,187,82,13,15
1662220800,03-09-2022 12:00,394,412,209,127,19,17
1662224400,03-09-2022 13:00,408,404,207,172,32,19
1662228000,03-09-2022 14:00,402,399,207,204,43,29
1662231600,03-09-2022 15:00,373,413,200,221,55,41
1662235200,03-09-2022 16:00,313,424,205,231,57,48
1662238800,03-09-2022 17:00,251,456,212,249,61,53
1662242400,03-09-2022 18:00,192,501,208,247,63,55
1662246000,03-09-2022 19:00,132,566,241,250,67,57
1662249600,03-09-2022 20:00,94,567,259,258,68,60
1662253200,03-09-2022 21:00,84,488,249,268,70,66
1662256800,03-09-2022 22:00,100,350,196,260,68,64
1662260400,03-09-2022 23:00,134,217,130,280,71,65
1662264000,04-09-2022 00:00,175,134,81,297,75,65
1662267600,04-09-2022 01:00,220,89,51,326,79,69
1662271200,04-09-2022 02:00,255,67,34,335,89,73
1662274800,04-09-2022 03:00,286,66,27,294,88,77
1662278400,04-09-2022 04:00,323,82,27,216,76,87
1662282000,04-09-2022 05:00,331,127,39,150,58,77
1662285600,04-09-2022 06:00,351,205,70,102,39,66
1662289200,04-09-2022 07:00,359,286,112,67,27,50
1662292800,04-09-2022 08:00,351,353,146,49,17,36
1662296400,04-09-2022 09:00,380,388,172,41,13,28
1662300000,04-09-2022 10:00,363,405,185,46,10,20
1662303600,04-09-2022 11:00,386,424,195,73,11,16
1662307200,04-09-2022 12:00,432,434,216,118,17,14
1662310800,04-09-2022 13:00,440,427,219,167,29,17
1662314400,04-09-2022 14:00,423,420,213,200,41,26
1662318000,04-09-2022 15:00,368,485,229,236,53,39
1662321600,04-09-2022 16:00,291,451,217,238,56,46
1662325200,04-09-2022 17:00,220,461,210,247,61,52
1662328800,04-09-2022 18:00,176,518,222,256,66,56
1662332400,04-09-2022 19:00,118,551,267,264,69,57
1662336000,04-09-2022 20:00,82,532,279,269,69,62
1662339600,04-09-2022 21:00,79,417,243,274,72,62
1662343200,04-09-2022 22:00,103,274,174,281,76,64
1662346800,04-09-2022 23:00,145,164,104,295,75,64
1662350400,05-09-2022 00:00,170,102,64,327,82,68
1662354000,05-09-2022 01:00,222,73,42,351,85,69
1662357600,05-09-2022 02:00,282,62,30,335,93,75
1662361200,05-09-2022 03:00,307,73,26,290,93,79
1662364800,05-09-2022 04:00,339,104,31,213,78,84
1662368400,05-09-2022 05:00,336,162,53,148,59,77
1662372000,05-09-2022 06:00,345,242,85,97,39,64
1662375600,05-09-2022 07:00,343,312,116,66,25,50
1662379200,05-09-2022 08:00,337,354,144,49,16,36
1662382800,05-09-2022 09:00,331,372,161,45,12,27
1662386400,05-09-2022 10:00,335,384,168,54,10,20
1662390000,05-09-2022 11:00,368,410,178,90,13,16
1662393600,05-09-2022 12:00,392,430,193,144,21,16
1662397200,05-09-2022 13:00,419,416,196,188,34,18
1662400800,05-09-2022 14:00,395,414,193,221,46,27
1662404400,05-09-2022 15:00,341,410,193,243,56,40
1662408000,05-09-2022 16:00,275,412,190,246,60,47
1662411600,05-09-2022 17:00,219,441,193,258,64,54
1662415200,05-09-2022 18:00,153,471,198,270,65,58
1662418800,05-09-2022 19:00,107,521,231,273,68,61
1662422400,05-09-2022 20:00,80,494,247,275,69,61
1662426000,05-09-2022 21:00,79,391,227,279,73,64
1662429600,05-09-2022 22:00,100,255,161,296,78,66
1662433200,05-09-2022 23:00,137,150,97,299,78,65
1662436800,06-09-2022 00:00,173,96,59,339,83,69
1662440400,06-09-2022 01:00,225,66,38,360,87,71
1662444000,06-09-2022 02:00,269,60,28,329,94,74
1662447600,06-09-2022 03:00,295,73,24,269,91,78
1662451200,06-09-2022 04:00,322,106,30,190,72,81
1662454800,06-09-2022 05:00,321,167,54,122,50,74
1662458400,06-09-2022 06:00,337,249,84,79,33,57
1662462000,06-09-2022 07:00,335,319,116,57,20,42
1662465600,06-09-2022 08:00,327,352,142,46,15,31
1662469200,06-09-2022 09:00,320,371,159,45,31,0
1662472800,06-09-2022 10:00,331,385,166,60,26,0
1662476400,06-09-2022 11:00,351,398,176,100,27,0
1662480000,06-09-2022 12:00,385,414,187,144,38,0
1662483600,06-09-2022 13:00,404,407,189,182,36,19
1662487200,06-09-2022 14:00,411,404,190,209,47,27
1662490800,06-09-2022 15:00,347,406,189,219,54,36
1662494400,06-09-2022 16:00,278,417,186,227,57,43
1662498000,06-09-2022 17:00,211,438,184,241,59,46
1662501600,06-09-2022 18:00,166,479,194,250,64,50
1662505200,06-09-2022 19:00,111,535,234,246,61,52
1662508800,06-09-2022 20:00,81,514,304,246,63,56
1662512400,06-09-2022 21:00,80,414,238,245,67,58
1662516000,06-09-2022 22:00,99,256,156,248,66,56
1662519600,06-09-2022 23:00,135,156,94,264,69,57
1662523200,07-09-2022 00:00,175,93,59,303,76,60
1662526800,07-09-2022 01:00,227,68,39,341,83,61
1662530400,07-09-2022 02:00,267,62,29,314,90,67
1662534000,07-09-2022 03:00,290,72,24,266,87,74
1662537600,07-09-2022 04:00,305,104,30,188,70,76
1662541200,07-09-2022 05:00,313,168,52,118,47,67
1662544800,07-09-2022 06:00,328,254,87,76,30,56
1662548400,07-09-2022 07:00,327,321,119,54,18,40
1662552000,07-09-2022 08:00,12,348,217,42,12,257
1662555600,07-09-2022 09:00,0,378,237,42,10,252
1662559200,07-09-2022 10:00,252,387,186,57,10,66
1662562800,07-09-2022 11:00,362,400,178,92,14,14
1662566400,07-09-2022 12:00,382,400,190,136,23,14
1662570000,07-09-2022 13:00,398,404,197,178,35,20
1662573600,07-09-2022 14:00,393,399,193,203,46,27
1662577200,07-09-2022 15:00,339,403,190,215,51,36
1662580800,07-09-2022 16:00,275,410,186,222,55,43
1662584400,07-09-2022 17:00,210,432,186,231,57,47
1662588000,07-09-2022 18:00,154,466,190,235,59,49
1662591600,07-09-2022 19:00,105,517,236,236,59,50
1662595200,07-09-2022 20:00,79,491,266,241,62,53
1662598800,07-09-2022 21:00,75,382,218,245,65,55
1662602400,07-09-2022 22:00,93,245,152,246,64,54
1662606000,07-09-2022 23:00,128,146,95,260,68,56
1662609600,08-09-2022 00:00,165,93,58,296,73,58
1662613200,08-09-2022 01:00,223,66,38,323,81,60
1662616800,08-09-2022 02:00,261,61,28,324,88,66
1662620400,08-09-2022 03:00,289,73,25,257,85,71
1662624000,08-09-2022 04:00,311,104,31,181,70,74
1662627600,08-09-2022 05:00,310,166,53,118,48,69
1662631200,08-09-2022 06:00,324,249,86,75,30,53
1662634800,08-09-2022 07:00,328,319,118,52,19,41
1662638400,08-09-2022 08:00,309,5,487,42,13,28
1662642000,08-09-2022 09:00,308,0,529,41,10,22
1662645600,08-09-2022 10:00,317,0,540,58,10,17
1662649200,08-09-2022 11:00,341,391,175,96,14,14
1662652800,08-09-2022 12:00,357,410,187,143,24,15
1662656400,08-09-2022 13:00,400,419,196,198,39,21
1662660000,08-09-2022 14:00,393,465,206,219,49,31
1662663600,08-09-2022 15:00,331,437,203,233,57,40
1662667200,08-09-2022 16:00,276,457,209,241,62,48
1662670800,08-09-2022 17:00,270,475,210,257,64,52
1662674400,08-09-2022 18:00,237,1000,434,531,140,101
1662678000,08-09-2022 19:00,144,762,363,359,99,77
1662681600,08-09-2022 20:00,141,929,483,442,115,102
1662685200,08-09-2022 21:00,98,508,305,302,86,71
1662688800,08-09-2022 22:00,175,446,274,425,112,92
1662692400,08-09-2022 23:00,224,251,158,418,112,91
1662696000,09-09-2022 00:00,275,150,93,453,120,91
1662699600,09-09-2022 01:00,316,105,59,504,124,97
1662703200,09-09-2022 02:00,363,96,41,462,129,102
1662706800,09-09-2022 03:00,395,112,38,382,128,107
1662710400,09-09-2022 04:00,424,169,50,262,100,107
1662714000,09-09-2022 05:00,405,274,93,164,67,96
1662717600,09-09-2022 06:00,420,405,150,104,41,75
1662721200,09-09-2022 07:00,406,495,196,70,25,54
1662724800,09-09-2022 08:00,394,514,218,56,18,39
1662728400,09-09-2022 09:00,393,534,233,55,13,29
1662732000,09-09-2022 10:00,391,543,233,81,13,22
1662735600,09-09-2022 11:00,423,542,257,136,20,19
1662739200,09-09-2022 12:00,440,538,265,194,33,19
1662742800,09-09-2022 13:00,481,519,256,243,50,26
1662746400,09-09-2022 14:00,487,509,251,266,63,38
1662750000,09-09-2022 15:00,401,502,242,272,67,49
1662753600,09-09-2022 16:00,330,509,243,271,72,56
1662757200,09-09-2022 17:00,270,540,236,288,74,61
1662760800,09-09-2022 18:00,198,600,254,298,74,64
1662764400,09-09-2022 19:00,138,634,296,278,76,64
1662768000,09-09-2022 20:00,98,619,314,280,72,67
1662771600,09-09-2022 21:00,94,516,283,272,72,70
1662775200,09-09-2022 22:00,114,359,210,282,73,67
1662778800,09-09-2022 23:00,154,233,133,292,76,67
1662782400,10-09-2022 00:00,187,139,83,326,80,69
1662786000,10-09-2022 01:00,232,90,53,365,84,74
1662789600,10-09-2022 02:00,266,74,35,362,93,77
1662793200,10-09-2022 03:00,298,76,30,304,94,86
1662796800,10-09-2022 04:00,334,98,34,236,82,92
1662800400,10-09-2022 05:00,343,152,53,154,58,83
1662804000,10-09-2022 06:00,354,240,93,101,39,67
1662807600,10-09-2022 07:00,360,324,133,68,25,50
1662811200,10-09-2022 08:00,353,387,163,50,16,38
1662814800,10-09-2022 09:00,354,428,187,46,13,27
1662818400,10-09-2022 10:00,365,451,199,55,11,22
1662822000,10-09-2022 11:00,382,465,215,86,13,18
1662825600,10-09-2022 12:00,409,459,227,139,21,16
1662829200,10-09-2022 13:00,412,454,233,181,34,21
1662832800,10-09-2022 14:00,413,457,223,220,46,31
1662836400,10-09-2022 15:00,392,463,218,234,56,43
1662840000,10-09-2022 16:00,322,475,218,246,63,51
1662843600,10-09-2022 17:00,261,500,222,255,67,55
1662847200,10-09-2022 18:00,195,544,233,269,69,58
1662850800,10-09-2022 19:00,133,608,255,265,69,62
1662854400,10-09-2022 20:00,94,624,281,270,72,62
1662858000,10-09-2022 21:00,87,513,273,278,73,66
1662861600,10-09-2022 22:00,103,357,201,291,77,69
1662865200,10-09-2022 23:00,137,232,136,296,78,70
1662868800,11-09-2022 00:00,174,141,84,323,79,72
1662872400,11-09-2022 01:00,218,93,52,355,85,75
1662876000,11-09-2022 02:00,258,72,35,353,90,77
1662879600,11-09-2022 03:00,297,71,28,307,90,82
1662883200,11-09-2022 04:00,340,91,29,250,83,97
1662886800,11-09-2022 05:00,357,138,45,168,62,85
1662890400,11-09-2022 06:00,364,221,79,110,44,68
1662894000,11-09-2022 07:00,372,315,123,75,28,55
1662897600,11-09-2022 08:00,370,398,159,54,19,39
1662901200,11-09-2022 09:00,367,432,186,45,13,29
1662904800,11-09-2022 10:00,380,467,200,52,11,23
1662908400,11-09-2022 11:00,422,477,215,79,12,17
1662912000,11-09-2022 12:00,447,479,234,128,18,16
1662915600,11-09-2022 13:00,443,482,246,182,32,18
1662919200,11-09-2022 14:00,456,485,236,220,45,28
1662922800,11-09-2022 15:00,398,496,236,243,54,41
1662926400,11-09-2022 16:00,320,517,233,263,60,49
1662930000,11-09-2022 17:00,253,530,239,281,68,57
1662933600,11-09-2022 18:00,225,575,243,299,75,63
1662937200,11-09-2022 19:00,126,635,291,298,77,63
1662940800,11-09-2022 20:00,86,580,281,298,74,63
1662944400,11-09-2022 21:00,84,471,255,311,84,69
1662948000,11-09-2022 22:00,104,306,184,298,79,67
1662951600,11-09-2022 23:00,143,175,106,323,81,68
1662955200,12-09-2022 00:00,182,108,65,365,87,74
1662958800,12-09-2022 01:00,230,76,42,381,93,74
1662962400,12-09-2022 02:00,281,65,29,350,100,75
1662966000,12-09-2022 03:00,311,78,25,292,96,85
1662969600,12-09-2022 04:00,336,114,32,198,78,84
1662973200,12-09-2022 05:00,339,176,57,133,54,76
1662976800,12-09-2022 06:00,350,270,91,85,36,61
1662980400,12-09-2022 07:00,348,339,130,59,22,44
1662984000,12-09-2022 08:00,337,371,153,45,15,31
1662987600,12-09-2022 09:00,338,1,569,44,11,24
1662991200,12-09-2022 10:00,341,0,589,76,11,19
1662994800,12-09-2022 11:00,377,0,617,104,16,15
1662998400,12-09-2022 12:00,407,433,198,156,26,15
1663002000,12-09-2022 13:00,425,433,200,194,39,21
1663005600,12-09-2022 14:00,412,440,208,231,51,30
1663009200,12-09-2022 15:00,366,443,204,234,58,39
1663012800,12-09-2022 16:00,297,440,200,234,58,47
1663016400,12-09-2022 17:00,230,471,204,252,62,52
1663020000,12-09-2022 18:00,158,501,208,252,64,55
1663023600,12-09-2022 19:00,109,550,250,254,65,55
1663027200,12-09-2022 20:00,80,507,270,255,66,58
1663030800,12-09-2022 21:00,78,404,236,256,68,60
1663034400,12-09-2022 22:00,100,263,164,262,70,59
1663038000,12-09-2022 23:00,142,153,96,283,74,58
1663041600,13-09-2022 00:00,175,97,57,311,78,60
1663045200,13-09-2022 01:00,237,70,39,367,92,68
1663048800,13-09-2022 02:00,274,62,28,355,99,72
1663052400,13-09-2022 03:00,302,75,25,284,98,82
1663056000,13-09-2022 04:00,326,111,33,189,78,81
1663059600,13-09-2022 05:00,320,175,58,119,51,72
1663063200,13-09-2022 06:00,346,266,92,78,32,56
1663066800,13-09-2022 07:00,343,330,131,54,20,40
1663070400,13-09-2022 08:00,333,366,153,42,13,31
1663074000,13-09-2022 09:00,332,391,172,55,0,23
1663077600,13-09-2022 10:00,329,403,177,73,0,18
1663081200,13-09-2022 11:00,361,418,187,120,0,15
1663084800,13-09-2022 12:00,397,422,196,179,0,15
1663088400,13-09-2022 13:00,412,417,198,228,0,19
1663092000,13-09-2022 14:00,413,415,201,263,0,30
1663095600,13-09-2022 15:00,370,424,199,223,57,40
1663099200,13-09-2022 16:00,296,439,201,228,59,46
1663102800,13-09-2022 17:00,229,465,214,246,64,52
1663106400,13-09-2022 18:00,162,511,220,249,66,51
1663110000,13-09-2022 19:00,110,554,256,248,65,55
1663113600,13-09-2022 20:00,84,524,272,249,63,58
1663117200,13-09-2022 21:00,79,420,240,247,69,59
1663120800,13-09-2022 22:00,102,262,161,249,70,57
1663124400,13-09-2022 23:00,139,155,95,273,70,58
1663128000,14-09-2022 00:00,178,94,57,305,77,60
1663131600,14-09-2022 01:00,234,67,38,336,85,63
1663135200,14-09-2022 02:00,278,62,27,329,91,68
1663138800,14-09-2022 03:00,308,73,25,256,90,77
1663142400,14-09-2022 04:00,322,110,33,177,74,80
1663146000,14-09-2022 05:00,319,172,61,118,48,72
1663149600,14-09-2022 06:00,340,259,94,76,31,56
1663153200,14-09-2022 07:00,342,335,132,52,20,41
1663156800,14-09-2022 08:00,329,364,153,42,13,30
1663160400,14-09-2022 09:00,324,386,168,44,11,22
1663164000,14-09-2022 10:00,323,397,173,60,10,17
1663167600,14-09-2022 11:00,356,412,180,101,15,14
1663171200,14-09-2022 12:00,388,417,197,149,24,15
1663174800,14-09-2022 13:00,397,418,199,184,37,20
1663178400,14-09-2022 14:00,413,443,214,222,51,30
1663182000,14-09-2022 15:00,356,430,202,223,55,38
1663185600,14-09-2022 16:00,287,435,198,225,58,47
1663189200,14-09-2022 17:00,220,454,199,231,59,49
1663192800,14-09-2022 18:00,157,495,210,236,61,50
1663196400,14-09-2022 19:00,107,534,245,237,60,51
1663200000,14-09-2022 20:00,82,519,279,239,60,55
1663203600,14-09-2022 21:00,79,418,264,238,63,57
1663207200,14-09-2022 22:00,106,264,173,242,64,55
1663210800,14-09-2022 23:00,135,154,99,258,66,56
1663214400,15-09-2022 00:00,181,97,62,285,69,58
1663218000,15-09-2022 01:00,231,68,39,327,77,60
1663221600,15-09-2022 02:00,270,62,28,313,83,66
1663225200,15-09-2022 03:00,296,74,26,256,84,74
1663228800,15-09-2022 04:00,314,106,35,178,67,78
1663232400,15-09-2022 05:00,312,170,63,114,47,71
1663236000,15-09-2022 06:00,332,259,97,74,30,56
1663239600,15-09-2022 07:00,327,323,137,52,19,41
1663243200,15-09-2022 08:00,318,358,161,42,13,28
1663246800,15-09-2022 09:00,307,387,172,42,10,21
1663250400,15-09-2022 10:00,311,390,178,58,10,17
1663254000,15-09-2022 11:00,339,403,189,97,14,14
1663257600,15-09-2022 12:00,370,409,201,142,23,15
1663261200,15-09-2022 13:00,393,409,201,177,35,20
1663264800,15-09-2022 14:00,389,403,204,207,44,28
1663268400,15-09-2022 15:00,337,405,201,212,51,38
1663272000,15-09-2022 16:00,281,420,200,211,53,45
1663275600,15-09-2022 17:00,219,438,209,225,56,49
1663279200,15-09-2022 18:00,153,480,210,233,58,50
1663282800,15-09-2022 19:00,157,766,361,332,84,76
1663286400,15-09-2022 20:00,105,694,343,307,79,75
1663290000,15-09-2022 21:00,102,537,283,307,76,75
1663293600,15-09-2022 22:00,135,345,194,312,77,71
1663297200,15-09-2022 23:00,174,197,113,322,78,71
1663300800,16-09-2022 00:00,222,118,69,383,88,79
1663304400,16-09-2022 01:00,279,85,44,402,89,77
1663308000,16-09-2022 02:00,319,77,31,382,98,83
1663311600,16-09-2022 03:00,349,93,29,304,93,94
1663315200,16-09-2022 04:00,373,134,39,217,75,96
1663318800,16-09-2022 05:00,370,217,72,139,57,85
1663322400,16-09-2022 06:00,382,324,112,90,39,66
1663326000,16-09-2022 07:00,372,406,157,65,26,49
1663329600,16-09-2022 08:00,366,440,180,51,18,34
1663333200,16-09-2022 09:00,363,455,191,52,13,25
1663336800,16-09-2022 10:00,359,469,194,69,13,20
1663340400,16-09-2022 11:00,393,481,209,120,16,18
1663344000,16-09-2022 12:00,410,470,219,170,26,17
1663347600,16-09-2022 13:00,448,462,218,217,38,23
1663351200,16-09-2022 14:00,474,443,217,238,49,34
1663354800,16-09-2022 15:00,387,445,211,246,58,45
1663358400,16-09-2022 16:00,323,464,210,245,67,54
1663362000,16-09-2022 17:00,435,485,211,258,66,57
1663365600,16-09-2022 18:00,190,536,217,258,69,57
1663369200,16-09-2022 19:00,127,622,268,258,73,60
1663372800,16-09-2022 20:00,94,590,292,255,70,63
1663376400,16-09-2022 21:00,92,494,259,251,70,63
1663380000,16-09-2022 22:00,107,325,187,260,73,63
1663383600,16-09-2022 23:00,140,206,122,266,74,64
1663387200,17-09-2022 00:00,176,126,73,300,79,63
1663390800,17-09-2022 01:00,222,85,45,337,86,69
1663394400,17-09-2022 02:00,261,69,32,324,91,73
1663398000,17-09-2022 03:00,296,69,27,278,91,81
1663401600,17-09-2022 04:00,322,89,31,212,81,85
1663405200,17-09-2022 05:00,337,138,50,142,60,81
1663408800,17-09-2022 06:00,345,217,87,93,41,65
1663412400,17-09-2022 07:00,354,298,127,67,26,47
1663416000,17-09-2022 08:00,346,361,158,49,17,34
1663419600,17-09-2022 09:00,350,391,174,43,13,27
1663423200,17-09-2022 10:00,361,409,183,53,11,20
1663426800,17-09-2022 11:00,367,423,196,83,13,17
1663430400,17-09-2022 12:00,395,435,216,128,20,16
1663434000,17-09-2022 13:00,410,432,214,168,33,19
1663437600,17-09-2022 14:00,417,440,213,204,46,29
1663441200,17-09-2022 15:00,374,445,208,217,53,41
1663444800,17-09-2022 16:00,322,473,212,238,61,50
1663448400,17-09-2022 17:00,255,510,216,244,64,53
1663452000,17-09-2022 18:00,192,533,221,245,68,55
1663455600,17-09-2022 19:00,134,595,251,251,71,56
1663459200,17-09-2022 20:00,95,606,269,257,71,61
1663462800,17-09-2022 21:00,88,500,258,258,72,63
1663466400,17-09-2022 22:00,108,346,197,259,72,61
1663470000,17-09-2022 23:00,138,220,125,275,74,63
1663473600,18-09-2022 00:00,177,134,77,301,76,66
1663477200,18-09-2022 01:00,215,86,47,332,85,70
1663480800,18-09-2022 02:00,260,69,32,328,89,73
1663484400,18-09-2022 03:00,294,69,25,288,89,82
1663488000,18-09-2022 04:00,326,86,28,219,85,86
1663491600,18-09-2022 05:00,356,130,43,155,62,80
1663495200,18-09-2022 06:00,369,207,76,102,42,66
1663498800,18-09-2022 07:00,385,299,118,69,28,50
1663502400,18-09-2022 08:00,367,375,155,51,20,37
1663506000,18-09-2022 09:00,368,419,181,43,14,27
1663509600,18-09-2022 10:00,381,443,200,48,11,20
1663513200,18-09-2022 11:00,416,460,208,73,12,15
1663516800,18-09-2022 12:00,424,480,228,124,18,15
1663520400,18-09-2022 13:00,433,475,234,171,30,18
1663524000,18-09-2022 14:00,456,483,230,201,42,25
1663527600,18-09-2022 15:00,397,497,231,225,53,39
1663531200,18-09-2022 16:00,326,522,236,238,59,48
1663534800,18-09-2022 17:00,254,539,240,257,65,54
1663538400,18-09-2022 18:00,179,573,238,266,72,57
1663542000,18-09-2022 19:00,123,606,288,276,74,61
1663545600,18-09-2022 20:00,88,566,277,267,72,60
1663549200,18-09-2022 21:00,82,450,248,270,75,65
1663552800,18-09-2022 22:00,100,294,166,288,79,65
1663556400,18-09-2022 23:00,140,179,97,291,79,66
1663560000,19-09-2022 00:00,183,105,56,317,82,66
1663563600,19-09-2022 01:00,251,76,35,352,91,71
1663567200,19-09-2022 02:00,301,67,25,333,98,77
1663570800,19-09-2022 03:00,326,79,23,279,98,88
1663574400,19-09-2022 04:00,344,112,30,198,77,84
1663578000,19-09-2022 05:00,353,174,57,131,55,76
1663581600,19-09-2022 06:00,370,269,91,82,35,62
1663585200,19-09-2022 07:00,375,343,132,58,22,44
1663588800,19-09-2022 08:00,365,392,157,46,15,34
1663592400,19-09-2022 09:00,368,431,174,44,11,26
1663596000,19-09-2022 10:00,375,450,182,62,11,19
1663599600,19-09-2022 11:00,439,496,208,107,16,17
1663603200,19-09-2022 12:00,455,571,219,168,26,20
1663606800,19-09-2022 13:00,465,524,217,205,41,22
1663610400,19-09-2022 14:00,454,493,214,234,50,30
1663614000,19-09-2022 15:00,397,539,214,251,61,41
1663617600,19-09-2022 16:00,311,526,219,255,66,51
1663621200,19-09-2022 17:00,238,517,217,260,64,53
1663624800,19-09-2022 18:00,166,547,224,261,67,56
1663628400,19-09-2022 19:00,112,592,268,259,68,57
1663632000,19-09-2022 20:00,81,572,279,263,69,62
1663635600,19-09-2022 21:00,77,436,245,265,72,64
1663639200,19-09-2022 22:00,101,278,163,271,73,62
1663642800,19-09-2022 23:00,134,162,92,290,77,63
1663646400,20-09-2022 00:00,185,99,54,330,85,65
1663650000,20-09-2022 01:00,237,71,34,370,94,69
1663653600,20-09-2022 02:00,278,63,25,353,105,78
1663657200,20-09-2022 03:00,307,76,24,268,94,81
1663660800,20-09-2022 04:00,332,112,31,187,73,84
1663664400,20-09-2022 05:00,329,174,59,118,50,75
1663668000,20-09-2022 06:00,346,269,93,76,30,59
1663671600,20-09-2022 07:00,345,336,134,54,19,41
1663675200,20-09-2022 08:00,329,366,153,43,13,30
1663678800,20-09-2022 09:00,323,391,167,44,10,22
1663682400,20-09-2022 10:00,325,405,174,60,11,18
1663686000,20-09-2022 11:00,371,428,209,100,15,15
1663689600,20-09-2022 12:00,407,432,190,148,23,15
1663693200,20-09-2022 13:00,425,426,202,185,37,20
1663696800,20-09-2022 14:00,428,428,206,222,49,29
1663700400,20-09-2022 15:00,354,428,203,223,59,38
1663704000,20-09-2022 16:00,292,440,198,227,60,48
1663707600,20-09-2022 17:00,223,469,206,242,62,50
1663711200,20-09-2022 18:00,158,503,215,246,62,52
1663714800,20-09-2022 19:00,109,533,271,244,64,53
1663718400,20-09-2022 20:00,78,513,287,246,65,58
1663722000,20-09-2022 21:00,75,397,232,245,68,58
1663725600,20-09-2022 22:00,97,261,152,247,71,59
1663729200,20-09-2022 23:00,134,154,88,269,74,60
1663732800,21-09-2022 00:00,174,96,51,308,77,60
1663736400,21-09-2022 01:00,230,68,33,335,86,63
1663740000,21-09-2022 02:00,264,63,25,319,93,69
1663743600,21-09-2022 03:00,298,75,24,270,92,78
1663747200,21-09-2022 04:00,318,114,31,183,75,80
1663750800,21-09-2022 05:00,318,174,58,116,50,74
1663754400,21-09-2022 06:00,341,262,93,76,30,56
1663758000,21-09-2022 07:00,339,352,131,54,18,40
1663761600,21-09-2022 08:00,333,383,155,42,13,29
1663765200,21-09-2022 09:00,331,399,183,44,10,26
1663768800,21-09-2022 10:00,327,410,184,61,10,18
1663772400,21-09-2022 11:00,355,419,200,100,14,14
1663776000,21-09-2022 12:00,393,422,206,145,24,16
1663779600,21-09-2022 13:00,401,415,212,182,38,19
1663783200,21-09-2022 14:00,414,411,219,210,48,27
1663786800,21-09-2022 15:00,350,414,214,219,56,37
1663790400,21-09-2022 16:00,288,425,207,225,59,46
1663794000,21-09-2022 17:00,222,443,214,237,61,50
1663797600,21-09-2022 18:00,158,473,221,238,61,51
1663801200,21-09-2022 19:00,104,514,261,238,62,54
1663804800,21-09-2022 20:00,76,493,278,241,64,55
1663808400,21-09-2022 21:00,74,370,248,245,66,57
1663812000,21-09-2022 22:00,100,246,164,246,68,57
1663815600,21-09-2022 23:00,131,150,89,265,72,56
1663819200,22-09-2022 00:00,171,93,52,299,77,58
1663822800,22-09-2022 01:00,228,67,33,340,87,64
1663826400,22-09-2022 02:00,264,63,24,319,92,69
